Date,Team,Acquired,Relinquished,Notes
2014-03-27,Bucks,,Ersan Ilyasova,Ankle
2014-03-27,Bucks,,Nate Wolters,Hand
2014-03-27,Bucks,,O.J. Mayo,Ankle
2014-03-27,Hawks,,Kyle Korver,Back
2014-03-27,Hawks,,Pero Antic,Ankle
2014-03-27,Lakers,,Pau Gasol,Head
2014-03-27,Lakers,,Steve Nash,Root
2014-03-27,Mavericks,,Gal Mekel,Knee
2014-03-28,Bobcats,,Gary Neal,Ankle
2014-03-28,Cavaliers,,C.J. Miles,Ankle
2014-03-28,Cavaliers,,Sergey Karasev,Knee
2014-03-28,Celtics,,Vitor Faverani,Knee
2014-03-28,Heat,,Mario Chalmers,Quad
2014-03-28,Kings,,Derrick Williams,Ankle
2014-03-28,Lakers,,Pau Gasol,Head
2014-03-28,Lakers,,Xavier Henry,Knee
2014-03-28,Nets,,Andrei Kirilenko,Ankle
2014-03-28,Nuggets,,J.J. Hickson,Knee
2014-03-28,Nuggets,,Nate Robinson,Knee
2014-03-28,Nuggets,,Wilson Chandler,Groin
2014-03-28,Pelicans,,Brian Roberts,Knee
2014-03-28,Pelicans,,Eric Gordon,Knee
2014-03-28,Pelicans,,Jason Smith,Knee
2014-03-28,Pistons,,Charlie Villanueva,Back
2014-03-28,Rockets,,Patrick Beverley,Knee
2014-03-28,Spurs,,Danny Green,Foot
2014-03-28,Thunder,,Reggie Jackson ,Back
2014-03-28,Warriors,,David Lee,Hamstring
2014-03-28,Heat,,Dwyane Wade,Hamstring
2014-03-29,76ers,,B.J. Mullens,Ankle
2014-03-29,Bucks,,Ersan Ilyasova,Ankle
2014-03-29,Bucks,,Nate Wolters,Hand
2014-03-29,Bucks,,O.J. Mayo,Ankle
2014-03-29,Clippers,,Danny Granger,Hamstring
2014-03-29,Hawks,,DeMarre Carroll,Stomach
2014-03-29,Hawks,,Kyle Korver,Back
2014-03-29,Heat,,Dwyane Wade,Hamstring
2014-03-29,Heat,,Mario Chalmers,Quadricap
2014-03-29,Kings,,Isaiah Thomas,Quadriceps
2014-03-29,Mavericks,,Gal Mekel,Knee
2014-03-29,Pelicans,,Anthony Davis,Ankle
2014-03-29,Pelicans,,Eric Gordon,Knee
2014-03-29,Pelicans,,Jason Smith,Knee
2014-03-29,Pistons,,Charlie Villanueva,Back
2014-03-29,Rockets,,Dwight Howard,Ankle
2014-03-29,Rockets,,Patrick Beverley,Knee
2014-03-29,Spurs,,Danny Green,Foot
2014-03-30,Cavaliers,,Anthony Bennett,Knee tendons
2014-03-30,Cavaliers,,C.J. Miles,Ankle
2014-03-30,Cavaliers,,Sergey Karasev,Knee
2014-03-30,Celtics,,Vitor Faverani,Knee
2014-03-30,Lakers,,Pau Gasol,Head
2014-03-30,Lakers,,Steve Nash,Root
2014-03-30,Lakers,,Xavier Henry,"Wrist
Knee"
2014-03-30,Nets,,Andrei Kirilenko,Ankle
2014-03-30,Thunder,,Reggie Jackson ,Back
2014-03-30,Warriors,,Andrew Bogut,Pelvis
2014-03-30,Warriors,,David Lee,Hamstring
2014-03-31,76ers,,B.J. Mullens,Ankle
2014-03-31,Bucks,,Ersan Ilyasova,Ankle
2014-03-31,Bucks,,Nate Wolters,Hand
2014-03-31,Celtics,,Vitor Faverani,Knee
2014-03-31,Clippers,,Blake Griffin,Back
2014-03-31,Clippers,,Danny Granger,Hamstring
2014-03-31,Clippers,,Jamal Crawford,Calf
2014-03-31,Heat,,Dwyane Wade,Hamstring
2014-03-31,Kings,,Aaron Gray,Ankle
2014-03-31,Kings,,Isaiah Thomas,Quadriceps
2014-03-31,Knicks,,Amar'e Stoudemire,Knee
2014-03-31,Knicks,,Toure Murry,Stomach
2014-03-31,Nuggets,,J.J. Hickson,Knee
2014-03-31,Nuggets,,Nate Robinson,Knee
2014-03-31,Nuggets,,Wilson Chandler,Groin
2014-03-31,Pelicans,,Eric Gordon,Knee
2014-03-31,Pelicans,,Jason Smith,Knee
2014-03-31,Spurs,,Aron Baynes,Foot
2014-04-01,Mavericks,,Gal Mekel,Knee
2014-04-01,Nets,,Andrei Kirilenko,Ankle
2014-04-01,Nets,,Marcus Thornton ,Back
2014-04-01,Rockets,,Dwight Howard,Ankle
2014-04-01,Rockets,,Patrick Beverley,Knee
2014-04-01,Rockets,,Terrence Jones,Ankle
2014-04-01,Warriors,,Andrew Bogut,Pelvis
2014-04-01,Warriors,,David Lee,Hamstring
2014-04-02,76ers,,B.J. Mullens,Ankle
2014-04-02,Bobcats,,Josh McRoberts,Ankle
2014-04-02,Bucks,,Ersan Ilyasova,Ankle
2014-04-02,Bucks,,Nate Wolters,Hand
2014-04-02,Bucks,,O.J. Mayo,Ankle
2014-04-02,Cavaliers,,Anderson Varejao,Shoulder
2014-04-02,Cavaliers,,Anthony Bennett,Knee
2014-04-02,Cavaliers,,C.J. Miles,Ankle
2014-04-02,Celtics,,Avery Bradley,Achilles
2014-04-02,Celtics,,Vitor Faverani,Knee
2014-04-02,Clippers,,Danny Granger,Hamstring
2014-04-02,Clippers,,Jamal Crawford,Calf
2014-04-02,Kings,,Aaron Gray,Stomach
2014-04-02,Kings,,Isaiah Thomas,Quadriceps
2014-04-02,Lakers,,Chris Kaman,Calf
2014-04-02,Lakers,,Pau Gasol,Head
2014-04-02,Lakers,,Steve Nash,Ankle
2014-04-02,Lakers,,Xavier Henry,Wrist
2014-04-02,Nets,,Andrei Kirilenko,Ankle
2014-04-02,Nuggets,,J.J. Hickson,Knee
2014-04-02,Nuggets,,Nate Robinson,Knee
2014-04-02,Nuggets,,Wilson Chandler,Groin
2014-04-02,Pacers,,Solomon Hill,Back
2014-04-02,Pelicans,,Eric Gordon,Knee
2014-04-02,Pelicans,,Jason Smith,Knee
2014-04-02,Rockets,,Dwight Howard,Ankle
2014-04-02,Rockets,,Patrick Beverley,Knee
2014-04-02,Spurs,,Aron Baynes,Rib
2014-04-02,Spurs,,Austin Daye,Lat
2014-04-02,Warriors,,Andre Iguodala,Knee
2014-04-02,Warriors,,Andrew Bogut,Pelvis
2014-04-02,Warriors,,David Lee,"Hamstring
Knee"
2014-04-02,Heat,,Ray Allen,Stomach
2014-04-03,Clippers,,Jamal Crawford,Calf
2014-04-03,Mavericks,,Gal Mekel,Knee
2014-04-03,Spurs,,Austin Daye,Lat
2014-04-04,76ers,,B.J. Mullens,Ankle
2014-04-04,Bobcats,,Josh McRoberts,Ankle
2014-04-04,Bucks,,Ekpe Udoh,Knee
2014-04-04,Bucks,,Ersan Ilyasova,Ankle
2014-04-04,Bucks,,Nate Wolters,Hand
2014-04-04,Bucks,,O.J. Mayo,Ankle
2014-04-04,Cavaliers,,Sergey Karasev,Knee
2014-04-04,Celtics,,Avery Bradley,Achilles
2014-04-04,Celtics,,Vitor Faverani,Knee
2014-04-04,Heat,,Justin Hamilton ,Ankle
2014-04-04,Kings,,Aaron Gray,Ankle
2014-04-04,Kings,,Isaiah Thomas,Quadriceps
2014-04-04,Lakers,,Chris Kaman,Calf
2014-04-04,Lakers,,Pau Gasol,Head
2014-04-04,Lakers,,Xavier Henry,Wrist
2014-04-04,Magic,,Nikola Vucevic,Achilles
2014-04-04,Mavericks,,Gal Mekel,Knee
2014-04-04,Nuggets,,J.J. Hickson,Knee
2014-04-04,Nuggets,,Nate Robinson,Knee
2014-04-04,Nuggets,,Wilson Chandler,Groin
2014-04-04,Pacers,,Solomon Hill,Back
2014-04-04,Pelicans,,Eric Gordon,Knee
2014-04-04,Pelicans,,Jason Smith,Knee
2014-04-04,Rockets,,Dwight Howard,Ankle
2014-04-04,Rockets,,Patrick Beverley,Knee
2014-04-04,Thunder,,Russell Westbrook,Knee
2014-04-04,Timberwolves,,Kevin Martin,Foot
2014-04-04,Timberwolves,,Nikola Pekovic,Ankle
2014-04-04,Warriors,,Andrew Bogut,Pelvis
2014-04-04,Warriors,,David Lee,Hamstring
2014-04-05,76ers,,B.J. Mullens,Ankle
2014-04-05,Bobcats,,Josh McRoberts,Ankle
2014-04-05,Bucks,,Ekpe Udoh,Knee
2014-04-05,Bucks,,Ersan Ilyasova,Ankle
2014-04-05,Bucks,,Miroslav Raduljica,Ankle
2014-04-05,Bucks,,Nate Wolters,Hand
2014-04-05,Bucks,,O.J. Mayo,Ankle
2014-04-05,Cavaliers,,Sergey Karasev,Knee
2014-04-05,Celtics,,Avery Bradley,Achilles
2014-04-05,Celtics,,Kris Humphries,Knee
2014-04-05,Celtics,,Vitor Faverani,Knee
2014-04-05,Lakers,,Steve Nash,Back
2014-04-05,Magic,,Nikola Vucevic,Achilles
2014-04-05,Timberwolves,,Kevin Love,Back
2014-04-05,Timberwolves,,Kevin Martin,Foot
2014-04-05,Timberwolves,,Nikola Pekovic,Ankle
2014-04-05,Timberwolves,,Shabazz Muhammad,Knee
2014-04-06,Clippers,,Danny Granger,Hamstring
2014-04-06,Clippers,,Jamal Crawford,Calf
2014-04-06,Hawks,,Lou Williams,Hamstring
2014-04-06,Heat,,Chris Andersen,Knee
2014-04-06,Heat,,Justin Hamilton ,Ankle
2014-04-06,Kings,,Isaiah Thomas,Quadriceps
2014-04-06,Lakers,,Chris Kaman,Calf
2014-04-06,Lakers,,Pau Gasol,Head
2014-04-06,Lakers,,Steve Nash,Root
2014-04-06,Mavericks,,Gal Mekel,Knee
2014-04-06,Nuggets,,J.J. Hickson,Knee
2014-04-06,Nuggets,,Nate Robinson,Knee
2014-04-06,Nuggets,,Ty Lawson,Ankle
2014-04-06,Nuggets,,Wilson Chandler,Groin
2014-04-06,Pacers,,Solomon Hill,Back
2014-04-06,Pelicans,,Eric Gordon,Knee
2014-04-06,Pelicans,,Jason Smith,Knee
2014-04-06,Rockets,,Dwight Howard,Ankle
2014-04-06,Rockets,,Patrick Beverley,Knee
2014-04-06,Warriors,,David Lee,Hamstring
2014-04-06,Lakers,,Jordan Farmar,Groin
2014-04-07,Lakers,,Kent Bazemore,Foot
2014-04-08,Hawks,,Lou Williams,Hamstring
2014-04-08,Heat,,Udonis Haslem,Stomach
2014-04-08,Kings,,Isaiah Thomas,Quadriceps
2014-04-08,Kings,,Reggie Evans,Lower back
2014-04-08,Kings,,Rudy Gay,Lower back
2014-04-08,Lakers,,Chris Kaman,Calf
2014-04-08,Lakers,,Kent Bazemore,Foot
2014-04-08,Lakers,,Pau Gasol,Head
2014-04-08,Mavericks,,Gal Mekel,Knee
2014-04-08,Nets,,Andray Blatche,Ankle
2014-04-08,Pelicans,,Ryan Anderson,Neck
2014-04-08,Pistons,,Josh Smith,Knee
2014-04-08,Rockets,,Dwight Howard,Ankle
2014-04-08,Rockets,,Patrick Beverley,Knee
2014-04-08,Thunder,,Russell Westbrook,Knee
2014-04-08,Timberwolves,,Chase Budinger,Ankle
2014-04-08,Timberwolves,,Kevin Martin,Foot
2014-04-08,Timberwolves,,Nikola Pekovic,Ankle
2014-04-09,76ers,,B.J. Mullens,Ankle
2014-04-09,Bucks,,Ekpe Udoh,Knee
2014-04-09,Bucks,,Miroslav Raduljica,Ankle
2014-04-09,Bucks,,O.J. Mayo,Ankle
2014-04-09,Celtics,,Kris Humphries,Knee
2014-04-09,Celtics,,Vitor Faverani,Knee
2014-04-09,Clippers,,Danny Granger,Hamstring
2014-04-09,Clippers,,Jamal Crawford,Calf
2014-04-09,Hawks,,Pero Antic,Ankle
2014-04-09,Heat,,Chris Andersen,Knee
2014-04-09,Heat,,Udonis Haslem,Stomach
2014-04-09,Kings,,Isaiah Thomas,Quadriceps
2014-04-09,Kings,,Rudy Gay,Lower back
2014-04-09,Magic,,Nikola Vucevic,Achilles
2014-04-09,Nets,,Paul Pierce,Hip
2014-04-09,Nets,,Shaun Livingston,Toe
2014-04-09,Nuggets,,J.J. Hickson,Knee
2014-04-09,Nuggets,,Nate Robinson,Knee
2014-04-09,Nuggets,,Ty Lawson,Ankle
2014-04-09,Nuggets,,Wilson Chandler,Groin
2014-04-09,Pacers,,George Hill,Ankle
2014-04-09,Pacers,,Lance Stephenson,Ankle
2014-04-09,Pelicans,,Anthony Davis,Back
2014-04-09,Pelicans,,Eric Gordon,Knee
2014-04-09,Pelicans,,Jason Smith,Knee
2014-04-09,Pistons,,Josh Smith,Knee
2014-04-09,Rockets,,Patrick Beverley,Knee
2014-04-09,Timberwolves,,Chase Budinger,Ankle
2014-04-09,Timberwolves,,Jose Barea ,Back
2014-04-09,Timberwolves,,Kevin Martin,Foot
2014-04-09,Timberwolves,,Nikola Pekovic,Ankle
2014-04-10,Mavericks,,Gal Mekel,Knee
2014-04-10,Nuggets,,J.J. Hickson,Knee
2014-04-10,Nuggets,,Nate Robinson,Knee
2014-04-10,Nuggets,,Ty Lawson,Ankle
2014-04-10,Nuggets,,Wilson Chandler,Groin
2014-04-10,Warriors,,David Lee,Hamstring
2014-04-11,Bobcats,,Kemba Walker,Groin
2014-04-11,Bucks,,Ekpe Udoh,Knee
2014-04-11,Bucks,,O.J. Mayo,Ankle
2014-04-11,Cavaliers,,Luol Deng,Back
2014-04-11,Celtics,,Rajon Rondo,Shin
2014-04-11,Celtics,,Vitor Faverani,Knee
2014-04-11,Lakers,,Chris Kaman,Calf
2014-04-11,Lakers,,Kent Bazemore,Foot
2014-04-11,Lakers,,Pau Gasol,Head
2014-04-11,Lakers,,Steve Nash,Back
2014-04-11,Lakers,,Xavier Henry,"Wrist
Knee"
2014-04-11,Magic,,Nikola Vucevic,Achilles
2014-04-11,Nets,,Alan Anderson,Abdomen
2014-04-11,Nets,,Shaun Livingston,Toe
2014-04-11,Pelicans,,Anthony Davis,Back
2014-04-11,Pelicans,,Eric Gordon,Knee
2014-04-11,Pistons,,Josh Smith,Knee
2014-04-11,Rockets,,Patrick Beverley,Knee
2014-04-11,Spurs,,Manu Ginobili,Calf
2014-04-11,Suns,,Goran Dragic,Ankle
2014-04-11,Timberwolves,,Chase Budinger,Ankle
2014-04-11,Timberwolves,,Kevin Love,Elbow
2014-04-11,Timberwolves,,Kevin Martin,Foot
2014-04-11,Timberwolves,,Nikola Pekovic,Ankle
2014-04-11,Warriors,,Andre Iguodala,Knee
2014-04-11,Warriors,,Jermaine O'Neal,Knee
2014-04-11,Cavaliers,,Anthony Bennett,Knee tendons
2014-04-11,Cavaliers,,C.J. Miles,Ankle
2014-04-12,76ers,,Jarvis Varnado,Heel
2014-04-12,Bobcats,,Kemba Walker,Groin
2014-04-12,Bucks,,Brandon Knight,Hip
2014-04-12,Bucks,,Ekpe Udoh,Knee
2014-04-12,Bucks,,O.J. Mayo,Ankle
2014-04-12,Cavaliers,,Anthony Bennett,Knee tendon
2014-04-12,Cavaliers,,C.J. Miles,Ankle
2014-04-12,Cavaliers,,Luol Deng,Back
2014-04-12,Celtics,,Jared Sullinger,Ankle
2014-04-12,Celtics,,Jerryd Bayless,Knee
2014-04-12,Celtics,,Kris Humphries,Knee tendon
2014-04-12,Celtics,,Rajon Rondo,Shin
2014-04-12,Celtics,,Vitor Faverani,Knee
2014-04-12,Clippers,,Danny Granger,Hamstring
2014-04-12,Hawks,,Pero Antic,Ankle
2014-04-12,Jazz,,Marvin Williams,Knee
2014-04-12,Kings,,Isaiah Thomas,Quadriceps
2014-04-12,Mavericks,,Gal Mekel,Knee
2014-04-12,Nuggets,,J.J. Hickson,Knee
2014-04-12,Nuggets,,Nate Robinson,Knee
2014-04-12,Nuggets,,Ty Lawson,Ankle
2014-04-12,Pelicans,,Anthony Davis,Back
2014-04-12,Pelicans,,Brian Roberts,Ankle
2014-04-12,Pelicans,,Eric Gordon,Knee
2014-04-12,Pelicans,,Jason Smith,Knee
2014-04-12,Pelicans,,Tyreke Evans,Ankle
2014-04-12,Rockets,,Chandler Parsons,Wrist
2014-04-13,Kings,,Rudy Gay,Lower back
2014-04-13,Lakers,,Chris Kaman,Calf
2014-04-13,Lakers,,Kent Bazemore,Foot
2014-04-13,Lakers,,Pau Gasol,Head
2014-04-13,Lakers,,Steve Nash,Back
2014-04-13,Magic,,Jameer Nelson,Groin
2014-04-13,Magic,,Nikola Vucevic,Achilles
2014-04-13,Nets,,Alan Anderson,Abdomen
2014-04-13,Pistons,,Josh Smith,Knee
2014-04-13,Raptors,,Landry Fields,Lungs
2014-04-13,Timberwolves,,Chase Budinger,Ankle
2014-04-13,Timberwolves,,Nikola Pekovic,Ankle
2014-04-14,Bucks,,Ekpe Udoh,Knee
2014-04-14,Bucks,,O.J. Mayo,Ankle
2014-04-14,Celtics,,Jared Sullinger,Ankle
2014-04-14,Celtics,,Jerryd Bayless,Knee
2014-04-14,Celtics,,Kris Humphries,Knee tendon
2014-04-14,Celtics,,Vitor Faverani,Knee
2014-04-14,Jazz,,Marvin Williams,Knee
2014-04-14,Lakers,,Chris Kaman,Calf
2014-04-14,Lakers,,Kent Bazemore,Foot
2014-04-14,Lakers,,Pau Gasol,Head
2014-04-14,Lakers,,Steve Nash,Back
2014-04-14,Magic,,Jameer Nelson,Groin
2014-04-14,Magic,,Nikola Vucevic,Achilles
2014-04-14,Pelicans,,Anthony Davis,Back
2014-04-14,Pelicans,,Brian Roberts,Ankle
2014-04-14,Pelicans,,Eric Gordon,Knee
2014-04-14,Pelicans,,Jason Smith,Knee
2014-04-14,Raptors,,DeMar DeRozan,Ankle
2014-04-14,Raptors,,Landry Fields,Lungs
2014-04-14,Timberwolves,,Chase Budinger,Ankle
2014-04-14,Timberwolves,,Nikola Pekovic,Ankle
2014-04-14,Timberwolves,,Ronny Turiaf,Knee
2014-04-15,Clippers,,Danny Granger,Hamstring
2014-04-15,Knicks,,Carmelo Anthony,Shoulder
2014-04-15,Nets,,Alan Anderson,Abdominal muscle
2014-04-15,Nets,,Shaun Livingston,Toe
2014-04-15,Nuggets,,Danilo Gallinari,Knee
2014-04-15,Nuggets,,J.J. Hickson,Knee
2014-04-15,Nuggets,,Nate Robinson,Knee
2014-04-15,Nuggets,,Ty Lawson,Ankle
2014-04-16,Bucks,,Ekpe Udoh,Knee
2014-04-16,Bucks,,O.J. Mayo,Ankle
2014-04-16,Cavaliers,,Anderson Varejao,Ankle
2014-04-16,Celtics,,Jared Sullinger,Ankle
2014-04-16,Celtics,,Jerryd Bayless,Knee
2014-04-16,Celtics,,Kris Humphries,Knee
2014-04-16,Celtics,,Vitor Faverani,Knee
2014-04-16,Clippers,,Chris Paul,Ankle
2014-04-16,Clippers,,Danny Granger,Hamstring
2014-04-16,Clippers,,J.J. Redick,Ankle
2014-04-16,Hawks,,Paul Millsap,Ankle
2014-04-16,Heat,,Mario Chalmers,Ankle
2014-04-16,Jazz,,Enes Kanter,Knee
2014-04-16,Jazz,,Marvin Williams,Knee
2014-04-16,Knicks,,Carmelo Anthony,Shoulder
2014-04-16,Knicks,,Raymond Felton,Ankle
2014-04-16,Lakers,,Chris Kaman,Calf
2014-04-16,Lakers,,Kent Bazemore,foot
2014-04-16,Lakers,,Kent Bazemore,Foot
2014-04-16,Lakers,,Pau Gasol,Head
2014-04-16,Lakers,,Steve Nash,Back
2014-04-16,Magic,,Jameer Nelson,Groin
2014-04-16,Magic,,Nikola Vucevic,Achilles
2014-04-16,Mavericks,,Gal Mekel,Knee
2014-04-16,Nets,,Alan Anderson,Abdomen
2014-04-16,Nets,,Deron Williams,Knee
2014-04-16,Nets,,Joe Johnson,Calf
2014-04-16,Nets,,Kevin Garnett,Ankle
2014-04-16,Nets,,Shaun Livingston,Toe
2014-04-16,Nuggets,,J.J. Hickson,Knee
2014-04-16,Nuggets,,Nate Robinson,Knee
2014-04-16,Nuggets,,Ty Lawson,Ankle
2014-04-16,Pelicans,,Anthony Davis,Back
2014-04-16,Pelicans,,Eric Gordon,Knee
2014-04-16,Pelicans,,Jason Smith,Knee
2014-04-16,Pistons,,Josh Smith,Knee
2014-04-16,Raptors,,Landry Fields,Respiratory
2014-04-16,Rockets,,Jeremy Lin,Ankle
2014-04-16,Suns,,Goran Dragic,Ankle
2014-04-16,Timberwolves,,Chase Budinger,Ankle
2014-04-16,Timberwolves,,Jose Barea ,Back
2014-04-16,Timberwolves,,Nikola Pekovic,Ankle
2014-04-16,Warriors,,Andrew Bogut,Rib
2014-04-16,Warriors,,David Lee,Ankle
2014-04-16,Warriors,,Nemanja Nedovic,Calf
2014-04-16,Warriors,,Stephen Curry,Ankle
2014-04-16,Warriors,,Andre Iguodala,Ankle
2014-04-19,Raptors,,Landry Fields,Respiratory
2014-04-19,Warriors,,Andrew Bogut,Rib
2014-04-20,Heat,,Michael Beasley,Ankle
2014-04-20,Mavericks,,Gal Mekel,Knee
2014-04-21,Warriors,,Andrew Bogut,Rib
2014-04-23,Mavericks,,Gal Mekel,Knee
2014-04-24,Warriors,,Andrew Bogut,Rib
2014-04-26,Mavericks,,Gal Mekel,Knee
2014-04-27,Raptors,,Landry Fields,Back
2014-04-27,Warriors,,Andrew Bogut,Rib
2014-04-28,Bobcats,,Al Jefferson,foot
2014-04-28,Mavericks,,Gal Mekel,Knee
2014-04-29,Warriors,,Andrew Bogut,Rib
2014-04-30,Bobcats,,Josh McRoberts,Toe
2014-04-30,Mavericks,,Gal Mekel,Knee
2014-05-01,Warriors,,Andrew Bogut,Rib
2014-05-02,Bulls,,Joakim Noah,Knee
2014-05-02,Mavericks,,Gal Mekel,Knee
2014-05-03,Warriors,,Andrew Bogut,Rib
2014-05-04,Mavericks,,Gal Mekel,Knee
2014-05-06,76ers,,Michael Carter-Williams,Shoulder
2014-05-12,Blazers,,Mo Williams,Groin
2014-05-13,Cavaliers,,Anthony Bennett,Tonsils
2014-05-14,Blazers,,Mo Williams,Groin
2014-05-15,Pelicans,,Tyreke Evans,Knee
2014-05-16,Thunder,,Serge Ibaka,Calf
2014-05-18,Pacers,,Evan Turner,Throat
2014-05-24,Bobcats,,Gerald Henderson Jr.,Wrist
2014-05-27,Nets,,Deron Williams,Ankle
2014-06-28,Wizards,,Martell Webster,Lower Back
2014-07-01,Spurs,,Patty Mills,Shoulder
2014-07-02,Spurs,,Manu Ginobili,Leg
2014-07-05,76ers,,Pierre Jackson,Achilles
2014-07-14,Thunder,,Perry Jones III,Knee
2014-07-22,Blazers,,Thomas Robinson,Thumb
2014-08-01,Pacers,,Paul George,Leg
2014-08-11,Nets,,Markel Brown,Hand
2014-08-15,Suns,,Isaiah Thomas,Wrist
2014-08-15,Warriors,,Shaun Livingston,Toe
2014-09-02,Hornets,,Noah Vonleh,Hernia
2014-09-26,Celtics,,Rajon Rondo,Finger
2014-09-27,Pelicans,,Tyreke Evans,Hamstring
2014-09-29,Heat,,Justin Hamilton ,Heart
2014-10-06,Lakers,,Nick Young,Thumb
2014-10-07,Suns,,Alex Len,Pinky Finger
2014-10-09,Thunder,,Mitch McGary,Foot
2014-10-11,Wizards,,Bradley Beal,Wrist
2014-10-13,Bucks,,Johnny O'Bryant III,Knee
2014-10-13,Thunder,,Kevin Durant,Toe
2014-10-14,Pistons,,Jodie Meeks,Back
2014-10-16,Thunder,,Kevin Durant,Toe
2014-10-17,Bucks,,Larry Sanders ,Ankle
2014-10-23,Lakers,,Steve Nash,Back
2014-10-23,Suns,,T.J. Warren,Thumb
2014-10-25,Magic,,Victor Oladipo,Face
2014-10-27,Pacers,,C.J. Watson,Foot
2014-10-28,Lakers,,Julius Randle,Tibia
2014-10-28,Lakers,,Ryan Kelly,Hamstring
2014-10-28,Lakers,,Wayne Ellington,Head
2014-10-29,76ers,,Luc Mbah a Moute,Back
2014-10-29,76ers,,Michael Carter-Williams,Shoulder
2014-10-29,Heat,,Danny Granger,Hamstring
2014-10-29,Lakers,,Julius Randle,"Leg
Tibia"
2014-10-29,Pacers,,David West,Ankle
2014-10-29,Thunder,,Anthony Morrow,Knee
2014-10-29,Thunder,,Jeremy Lamb,Back
2014-10-29,Thunder,,Reggie Jackson ,Ankle
2014-10-29,Timberwolves,,Glenn Robinson III,Ankle
2014-10-29,Wizards,,Glen Rice Jr.,Ankle
2014-10-30,Thunder,,Russell Westbrook,Hand
2014-10-31,76ers,,Michael Carter-Williams,Shoulder
2014-10-31,Kings,,Derrick Williams,Knee
2014-11-01,Bulls,,Derrick Rose,Ankle
2014-11-01,Thunder,,Russell Westbrook,Hand
2014-11-02,Clippers,,Jamal Crawford,Ribs
2014-11-03,Rockets,,Tarik Black,Thigh
2014-11-04,Pelicans,,Luke Babbitt,Finger
2014-11-04,Thunder,,Andre Roberson,Foot
2014-11-05,Pacers,,Rodney Stuckey,Foot
2014-11-05,Pistons,,Gigi Datome,Hamstring
2014-11-05,Heat,,Udonis Haslem,Quadriceps
2014-11-06,Spurs,,Marco Belinelli,Groin
2014-11-07,76ers,,Malcolm Thomas ,Knee
2014-11-07,76ers,,Nerlens Noel,Ankle
2014-11-07,Knicks,,Pablo Prigioni,Ankle
2014-11-07,Pacers,,C.J. Miles,Head
2014-11-07,Thunder,,Perry Jones III,Knee
2014-11-08,Celtics,,Marcus Smart,Ankle
2014-11-08,Celtics,,Rajon Rondo,Hand
2014-11-08,Rockets,,Dwight Howard,Ankle
2014-11-08,Timberwolves,,Anthony Bennett,Knee
2014-11-08,Timberwolves,,Ricky Rubio,Ankle
2014-11-09,Lakers,,Ryan Kelly,Hamstring
2014-11-09,Magic,,Roy Marble ,Shoulder
2014-11-09,Warriors,,Klay Thompson,Hand
2014-11-11,Bucks,,Khris Middleton,Knee
2014-11-11,Kings,,Darren Collison,Shoulder
2014-11-11,Warriors,Klay Thompson,,Ankle
2014-11-13,76ers,,Alexey Shved,Back
2014-11-14,Bucks,,Khris Middleton,Knee
2014-11-14,Knicks,,Amar'e Stoudemire,Ankle
2014-11-14,Nuggets,,Randy Foye,Knee
2014-11-14,Rockets,,Troy Daniels,Groin
2014-11-15,Bulls,,Derrick Rose,Hamstring
2014-11-15,Pacers,,C.J. Miles,Calf
2014-11-16,Knicks,,Iman Shumpert,Hip
2014-11-16,Magic,,Aaron Gordon,Foot
2014-11-17,Heat,,Luol Deng,Wrist
2014-11-17,Hornets,,Gary Neal,Head
2014-11-17,Lakers,,Ryan Kelly,Hamstring
2014-11-18,Bucks,,Larry Sanders ,Thigh
2014-11-18,Knicks,,Cleanthony Early,Knee
2014-11-19,Grizzlies,,Beno Udrih,Ankle
2014-11-19,Grizzlies,,Courtney Lee,Ankle
2014-11-19,Grizzlies,,Tony Allen,Stomach
2014-11-19,Hornets,,P.J. Hairston,Ankle
2014-11-19,Magic,,Evan Fournier,Heel
2014-11-19,Raptors,,James Johnson,Ankle
2014-11-19,Rockets,,Dwight Howard,Knee
2014-11-19,Spurs,,Matt Bonner,Stomach
2014-11-19,Timberwolves,,Nikola Pekovic,Wrist
2014-11-19,Timberwolves,,Ronny Turiaf,Hip
2014-11-19,Nuggets,,J.J. Hickson,Ankle
2014-11-21,Grizzlies,,Quincy Pondexter,Stomach
2014-11-21,Nuggets,,J.J. Hickson,Ankle
2014-11-21,Timberwolves,,Kevin Martin,Wrist
2014-11-21,76ers,,Jerami Grant,Ankle
2014-11-21,Pelicans,,Omer Asik,Ankle
2014-11-22,Magic,,Tobias Harris,Calf
2014-11-22,Spurs,,Matt Bonner,Ankle
2014-11-22,Wizards,,Otto Porter Jr.,Hamstring
2014-11-23,Lakers,,Carlos Boozer,Shoulder
2014-11-24,Clippers,,Matt Barnes,Calf
2014-11-24,Lakers,,Xavier Henry,Achilles
2014-11-24,Pacers,,Roy Hibbert,Ankle
2014-11-25,Bucks,,Nate Wolters,DTD
2014-11-25,Kings,,Darren Collison,Quadriceps
2014-11-25,Pistons,,Brandon Jennings,Thumb
2014-11-25,Timberwolves,,Kevin Martin,Wrist
2014-11-25,Wizards,,Nene Hilario ,Foot
2014-11-26,Bucks,,John Henson,Foot
2014-11-26,Knicks,,Carmelo Anthony,Back
2014-11-26,Spurs,,Cory Joseph,Ankle
2014-11-26,Timberwolves,,Mo Williams,DTD
